ID_Transaksi,Tanggal,Kategori,Harga_Satuan,Jumlah,Total_Transaksi,Status
83,2025-03-18 11:42:31,CPU,710463.67,3,2131391.0,Lunas
84,2025-11-17 02:07:48,RAM,425767.0,4,1703068.0,Lunas
85,2025-10-30 22:10:00,GPU,139318.8,5,696594.0,Lunas
86,2025-10-29 08:34:13,CPU,274856.5,2,549713.0,Lunas
87,2025-01-03 19:09:47,PC Case,408597.0,4,1634388.0,Lunas
88,2025-01-29 14:38:16,PC Case,970188.5,2,1940377.0,Lunas
89,2025-05-28 12:34:43,PC Case,444777.0,4,1779108.0,Lunas
90,2025-12-10 19:24:44,CPU,176077.8,5,880389.0,Lunas
91,2025-03-24 08:35:57,PC Case,546716.75,4,2186867.0,Batal
92,2025-04-19 05:01:31,RAM,1068994.5,2,2137989.0,Lunas
93,2025-05-23 06:23:05,CPU,455554.25,4,1822217.0,Lunas
94,2025-09-01 21:29:22,GPU,875703.0,2,1751406.0,Lunas
95,2025-11-14 11:08:39,RAM,466191.4,5,2330957.0,Hutang
96,2025-05-06 12:05:58,GPU,248364.5,2,496729.0,Hutang
97,2025-04-28 18:06:46,GPU,508271.33,3,1524814.0,Lunas
98,2025-04-09 19:14:18,RAM,992569.0,2,1985138.0,Hutang
99,2025-11-01 14:55:18,RAM,905267.0,2,1810534.0,Lunas
100,2025-11-11 00:56:18,RAM,316528.0,4,1266112.0,Lunas
101,2025-06-26 04:19:13,CPU,417532.75,4,1670131.0,Lunas
102,2025-07-17 00:14:45,MotherBoard,469725.0,3,1409175.0,Batal
103,2025-08-08 11:41:52,RAM,333485.0,3,1000455.0,Lunas
104,2025-12-22 23:02:49,MotherBoard,131096.2,5,655481.0,Hutang
105,2025-04-08 07:32:54,MotherBoard,366828.8,5,1834144.0,Lunas
106,2025-10-16 18:37:41,MotherBoard,610706.33,3,1832119.0,Lunas
107,2025-02-16 11:38:55,CPU,161034.67,3,483104.0,Lunas
108,2025-04-14 03:25:34,RAM,125926.25,4,503705.0,Lunas
109,2025-04-25 11:15:48,PC Case,507601.0,3,1522803.0,Hutang
110,2025-07-28 23:56:55,PC Case,298922.75,4,1195691.0,Lunas
111,2025-09-22 09:36:58,RAM,477380.75,4,1909523.0,Lunas
112,2025-08-17 10:06:16,PC Case,251019.0,2,502038.0,Lunas
113,2025-10-13 01:36:58,MotherBoard,2096843.0,1,2096843.0,Lunas
114,2025-07-30 19:03:54,MotherBoard,247703.0,5,1238515.0,Hutang
115,2025-01-16 22:08:27,MotherBoard,226902.0,5,1134510.0,Lunas
116,2025-12-09 03:52:40,GPU,119359.0,5,596795.0,Lunas
117,2025-01-27 21:07:17,CPU,138343.4,5,691717.0,Lunas
118,2025-01-17 17:44:01,RAM,390042.0,3,1170126.0,Lunas
119,2025-02-05 07:58:20,CPU,1036089.5,2,2072179.0,Lunas
120,2025-03-24 04:39:39,PC Case,509842.33,3,1529527.0,Lunas
121,2025-01-24 04:14:39,GPU,693118.0,2,1386236.0,Lunas
122,2025-01-16 06:06:27,PC Case,421589.6,5,2107948.0,Lunas
123,2025-05-21 06:02:13,CPU,627058.33,3,1881175.0,Lunas
124,2025-09-30 17:29:34,CPU,838385.0,2,1676770.0,Lunas
125,2025-05-24 00:37:11,RAM,1605950.0,1,1605950.0,Lunas
126,2025-11-03 12:26:17,PC Case,272505.0,2,545010.0,Lunas
127,2025-10-30 23:32:07,MotherBoard,308239.6,5,1541198.0,Hutang
128,2025-03-27 19:14:24,CPU,989067.0,1,989067.0,Lunas
129,2025-05-03 22:55:07,CPU,578626.0,4,2314504.0,Lunas
130,2025-01-27 00:55:54,RAM,1195747.0,1,1195747.0,Lunas
131,2025-09-18 17:47:19,MotherBoard,359908.0,3,1079724.0,Lunas
132,2025-09-26 02:44:36,PC Case,582897.0,3,1748691.0,Lunas
133,2025-02-24 12:38:41,RAM,472796.0,1,472796.0,Lunas
134,2025-03-11 17:20:06,GPU,373713.0,5,1868565.0,Lunas
135,2025-12-06 19:05:38,GPU,716802.0,3,2150406.0,Batal
136,2025-03-26 11:28:37,MotherBoard,246521.4,5,1232607.0,Lunas
137,2025-10-12 04:43:19,CPU,541100.5,2,1082201.0,Lunas
138,2025-03-25 07:27:01,RAM,491482.0,2,982964.0,Lunas
139,2025-10-30 14:43:22,MotherBoard,171516.8,5,857584.0,Lunas
140,2025-11-30 06:16:05,MotherBoard,570063.25,4,2280253.0,Lunas
141,2025-12-24 15:10:29,CPU,217275.0,4,869100.0,Hutang
142,2025-03-01 10:16:09,PC Case,636461.67,3,1909385.0,Lunas
143,2025-06-27 03:24:29,GPU,405502.0,2,811004.0,Lunas
144,2025-12-30 11:59:24,RAM,129855.0,4,519420.0,Lunas
145,2025-10-03 22:56:01,PC Case,2095246.0,1,2095246.0,Batal
146,2025-02-22 17:59:14,CPU,373232.33,3,1119697.0,Lunas
147,2025-07-25 07:56:07,MotherBoard,2115218.0,1,2115218.0,Hutang
148,2025-06-16 07:03:59,CPU,641682.0,1,641682.0,Hutang
149,2025-05-12 06:28:05,CPU,579504.5,4,2318018.0,Lunas
150,2025-09-21 04:38:34,RAM,422644.0,4,1690576.0,Lunas
151,2025-03-06 05:19:48,PC Case,783621.0,1,783621.0,Hutang
152,2025-12-02 18:16:37,GPU,258987.2,5,1294936.0,Lunas
153,2025-03-02 05:57:00,CPU,340037.0,2,680074.0,Lunas
154,2025-04-22 19:00:56,PC Case,150138.2,5,750691.0,Lunas
155,2025-04-12 05:40:37,RAM,458273.0,3,1374819.0,Hutang
156,2025-07-15 20:59:43,CPU,674153.0,3,2022459.0,Lunas
157,2025-02-08 04:48:02,GPU,379964.0,3,1139892.0,Lunas
158,2025-06-04 20:24:22,RAM,387981.0,4,1551924.0,Hutang
159,2025-07-11 04:20:09,PC Case,255107.25,4,1020429.0,Lunas
160,2025-05-04 02:57:20,CPU,188417.4,5,942087.0,Lunas
161,2025-11-17 15:34:35,MotherBoard,522132.0,4,2088528.0,Lunas
162,2025-03-13 05:46:37,PC Case,487551.67,3,1462655.0,Hutang
163,2025-03-01 06:31:36,CPU,997735.0,2,1995470.0,Lunas
164,2025-08-27 17:58:40,PC Case,370275.4,5,1851377.0,Lunas
165,2025-06-20 09:16:24,PC Case,404485.75,4,1617943.0,Hutang
166,2025-08-05 23:18:44,PC Case,406257.4,5,2031287.0,Lunas
167,2025-12-30 23:39:20,MotherBoard,556355.0,2,1112710.0,Lunas
168,2025-09-29 21:15:50,CPU,703579.0,1,703579.0,Lunas
169,2025-03-22 05:14:12,MotherBoard,464455.6,5,2322278.0,Lunas
170,2025-01-06 06:09:54,CPU,1239659.0,1,1239659.0,Lunas
171,2025-10-13 12:21:00,MotherBoard,1394870.0,1,1394870.0,Lunas
172,2025-07-06 12:36:35,PC Case,909163.0,1,909163.0,Lunas
173,2025-10-12 21:03:11,GPU,412039.33,3,1236118.0,Lunas
174,2025-07-25 04:29:45,MotherBoard,734314.0,2,1468628.0,Lunas
175,2025-11-27 08:53:46,RAM,2157921.0,1,2157921.0,Lunas
176,2025-07-13 02:28:56,MotherBoard,152763.25,4,611053.0,Batal
177,2025-01-08 09:11:39,RAM,147068.25,4,588273.0,Lunas
178,2025-03-06 21:09:48,CPU,591682.5,2,1183365.0,Hutang
179,2025-09-03 21:24:26,RAM,244233.8,5,1221169.0,Lunas
180,2025-09-16 21:19:52,GPU,1089701.0,2,2179402.0,Batal
181,2025-04-07 13:18:49,PC Case,461580.75,4,1846323.0,Lunas
182,2025-07-08 21:50:00,MotherBoard,239640.67,3,718922.0,Batal
183,2025-07-30 14:18:17,RAM,562816.0,1,562816.0,Lunas
184,2025-08-25 17:41:00,PC Case,382907.4,5,1914537.0,Hutang
185,2025-04-21 03:20:21,MotherBoard,1671926.0,1,1671926.0,Lunas
186,2025-05-31 00:20:23,MotherBoard,433238.33,3,1299715.0,Lunas
187,2025-03-04 05:51:55,GPU,193755.33,3,581266.0,Hutang
188,2025-03-20 22:25:34,RAM,430898.75,4,1723595.0,Lunas
189,2025-10-15 13:52:25,CPU,399003.5,2,798007.0,Hutang
190,2025-03-21 15:52:02,GPU,296152.0,4,1184608.0,Lunas
191,2025-12-15 18:41:11,CPU,555469.67,3,1666409.0,Lunas
192,2025-05-25 06:33:37,CPU,1339995.0,1,1339995.0,Lunas
193,2025-06-24 12:35:36,GPU,209633.2,5,1048166.0,Lunas
194,2025-09-09 03:09:27,GPU,581358.67,3,1744076.0,Lunas
195,2025-04-22 15:42:20,RAM,1055872.0,2,2111744.0,Lunas
196,2025-08-13 22:31:43,GPU,191485.33,3,574456.0,Lunas
197,2025-11-16 05:29:28,GPU,2068805.0,1,2068805.0,Batal
198,2025-11-12 09:03:24,PC Case,142081.5,4,568326.0,Lunas
199,2025-03-27 00:23:02,PC Case,409206.0,2,818412.0,Hutang
200,2025-10-11 02:06:42,RAM,431713.0,4,1726852.0,Lunas
201,2025-05-16 09:26:16,GPU,235894.33,3,707683.0,Lunas
202,2025-12-30 12:59:48,RAM,146461.5,4,585846.0,Lunas
203,2025-08-13 14:13:39,PC Case,334842.25,4,1339369.0,Hutang
204,2025-02-16 14:04:17,PC Case,354491.75,4,1417967.0,Lunas
205,2025-10-14 23:07:59,RAM,559464.25,4,2237857.0,Lunas
206,2025-05-01 22:56:54,GPU,144486.8,5,722434.0,Lunas
207,2025-12-23 00:51:07,CPU,502870.33,3,1508611.0,Lunas
208,2025-04-18 10:01:23,MotherBoard,435895.0,4,1743580.0,Lunas
209,2025-07-23 13:19:50,RAM,428509.5,2,857019.0,Batal
210,2025-05-18 23:42:02,GPU,557210.33,3,1671631.0,Lunas
211,2025-03-01 00:04:17,CPU,128414.0,5,642070.0,Lunas
212,2025-07-29 11:09:19,CPU,1849443.0,1,1849443.0,Lunas
213,2025-05-18 11:27:29,CPU,950578.0,2,1901156.0,Lunas
214,2025-03-18 08:58:43,PC Case,2322745.0,1,2322745.0,Lunas
215,2025-05-16 21:20:50,PC Case,395396.4,5,1976982.0,Hutang
216,2025-01-19 02:58:44,GPU,432268.2,5,2161341.0,Lunas
217,2025-10-03 20:20:24,CPU,1328211.0,1,1328211.0,Lunas
218,2025-05-28 08:53:00,CPU,325708.67,3,977126.0,Hutang
219,2025-12-05 13:18:17,GPU,1164221.5,2,2328443.0,Hutang
220,2025-01-26 17:49:18,PC Case,1721570.0,1,1721570.0,Lunas
221,2025-01-30 00:28:51,CPU,534390.33,3,1603171.0,Hutang
222,2025-01-09 19:58:08,RAM,638033.0,1,638033.0,Lunas
223,2025-03-11 18:41:13,GPU,1104015.5,2,2208031.0,Lunas
224,2025-12-03 15:28:49,PC Case,752031.67,3,2256095.0,Lunas
225,2025-08-16 16:32:17,RAM,515975.5,4,2063902.0,Lunas
226,2025-01-29 08:50:22,CPU,437898.33,3,1313695.0,Lunas
227,2025-08-02 14:53:16,MotherBoard,583297.0,2,1166594.0,Lunas
228,2025-02-15 13:10:26,MotherBoard,1181754.0,1,1181754.0,Lunas
229,2025-10-18 10:16:21,MotherBoard,393355.8,5,1966779.0,Hutang
230,2025-07-10 17:16:44,CPU,625576.33,3,1876729.0,Lunas
231,2025-02-09 23:58:55,MotherBoard,1734683.0,1,1734683.0,Batal
232,2025-11-07 19:12:10,PC Case,260124.5,4,1040498.0,Lunas
233,2025-10-16 12:22:19,GPU,470022.75,4,1880091.0,Lunas
234,2025-06-14 13:33:14,PC Case,1136871.0,2,2273742.0,Hutang
235,2025-02-16 06:28:09,CPU,240355.67,3,721067.0,Lunas
236,2025-04-30 11:13:04,GPU,580046.5,2,1160093.0,Lunas
237,2025-12-25 19:44:57,RAM,1005119.0,2,2010238.0,Batal
238,2025-06-10 09:59:16,PC Case,635830.5,2,1271661.0,Lunas
239,2025-01-23 10:32:37,GPU,421173.2,5,2105866.0,Hutang
240,2025-07-11 23:50:44,RAM,1294932.0,1,1294932.0,Lunas
241,2025-12-24 09:43:20,GPU,240004.0,5,1200020.0,Lunas
242,2025-11-23 13:34:03,CPU,188426.0,3,565278.0,Lunas
243,2025-11-22 14:39:33,GPU,240909.6,5,1204548.0,Lunas
244,2025-03-22 06:44:39,RAM,258506.6,5,1292533.0,Lunas
245,2025-01-22 15:59:53,PC Case,717466.33,3,2152399.0,Lunas
246,2025-10-24 00:17:08,MotherBoard,501665.0,2,1003330.0,Lunas
247,2025-07-02 07:29:07,RAM,177575.4,5,887877.0,Lunas
248,2025-02-23 08:37:01,CPU,695319.67,3,2085959.0,Batal
249,2025-12-21 10:35:40,MotherBoard,620293.0,2,1240586.0,Hutang
250,2025-11-20 00:45:18,PC Case,684409.67,3,2053229.0,Lunas
251,2025-04-30 12:42:41,MotherBoard,342353.0,5,1711765.0,Lunas
252,2025-07-16 01:26:44,RAM,759137.33,3,2277412.0,Lunas
253,2025-03-29 05:51:35,CPU,240537.0,2,481074.0,Hutang
254,2025-04-14 13:17:19,MotherBoard,607755.0,1,607755.0,Lunas
255,2025-05-14 05:07:56,RAM,156130.2,5,780651.0,Hutang
256,2025-11-15 00:50:34,CPU,2201119.0,1,2201119.0,Lunas
257,2025-07-19 04:31:31,GPU,362671.67,3,1088015.0,Lunas
258,2025-03-29 02:39:43,CPU,388506.6,5,1942533.0,Hutang
259,2025-10-16 09:53:12,RAM,397031.6,5,1985158.0,Lunas
260,2025-09-04 05:55:19,RAM,495385.0,2,990770.0,Lunas
261,2025-01-28 21:10:49,CPU,1898561.0,1,1898561.0,Hutang
262,2025-10-24 10:21:37,CPU,1917693.0,1,1917693.0,Batal
263,2025-07-15 14:40:51,GPU,411568.6,5,2057843.0,Lunas
264,2025-03-19 23:16:07,RAM,392948.75,4,1571795.0,Lunas
265,2025-03-23 07:39:44,MotherBoard,359064.33,3,1077193.0,Lunas
266,2025-01-13 15:00:36,RAM,372152.33,3,1116457.0,Hutang
267,2025-03-12 01:27:14,PC Case,382494.4,5,1912472.0,Batal
268,2025-07-09 19:32:53,RAM,1523383.0,1,1523383.0,Lunas
269,2025-03-29 15:56:41,CPU,1014152.0,2,2028304.0,Lunas
270,2025-08-14 05:14:17,RAM,1345434.0,1,1345434.0,Lunas
271,2025-04-01 15:33:34,MotherBoard,1014423.0,1,1014423.0,Lunas
272,2025-09-02 19:28:07,MotherBoard,344508.2,5,1722541.0,Hutang
273,2025-11-28 07:39:48,CPU,528837.25,4,2115349.0,Lunas
274,2025-08-28 22:15:56,CPU,303808.0,3,911424.0,Lunas
275,2025-05-31 09:38:47,CPU,614308.33,3,1842925.0,Lunas
276,2025-07-01 13:56:49,CPU,337608.0,5,1688040.0,Batal
277,2025-05-06 18:09:29,GPU,359481.2,5,1797406.0,Hutang
278,2025-03-18 03:05:47,CPU,274159.5,2,548319.0,Lunas
279,2025-08-20 09:03:26,RAM,425476.8,5,2127384.0,Lunas
280,2025-09-24 13:59:44,MotherBoard,738018.0,2,1476036.0,Lunas
281,2025-07-25 18:19:15,MotherBoard,158681.75,4,634727.0,Lunas
282,2025-02-10 23:42:44,MotherBoard,935122.5,2,1870245.0,Hutang
283,2025-06-29 14:50:09,GPU,248175.0,3,744525.0,Lunas
284,2025-10-16 22:01:51,MotherBoard,141624.0,5,708120.0,Lunas
285,2025-04-02 08:25:30,RAM,465943.75,4,1863775.0,Lunas
286,2025-02-16 23:00:24,GPU,431473.0,2,862946.0,Lunas
287,2025-11-12 10:48:47,MotherBoard,1791417.0,1,1791417.0,Lunas
288,2025-06-19 03:08:40,GPU,314291.0,4,1257164.0,Lunas
289,2025-01-22 11:03:32,MotherBoard,111737.6,5,558688.0,Lunas
290,2025-04-09 03:24:33,RAM,313360.25,4,1253441.0,Lunas
291,2025-10-24 03:13:41,RAM,354432.5,2,708865.0,Hutang
292,2025-03-31 11:19:33,MotherBoard,628329.67,3,1884989.0,Lunas
293,2025-09-12 10:27:41,MotherBoard,2181657.0,1,2181657.0,Hutang
294,2025-06-17 21:49:46,RAM,621088.67,3,1863266.0,Lunas
295,2025-08-29 19:21:38,RAM,740191.67,3,2220575.0,Hutang
296,2025-01-27 14:20:02,GPU,926734.0,1,926734.0,Hutang
297,2025-02-26 17:34:56,GPU,500261.0,3,1500783.0,Lunas
298,2025-04-29 01:58:47,MotherBoard,2152412.0,1,2152412.0,Hutang
299,2025-08-20 14:40:42,RAM,876091.0,1,876091.0,Hutang
300,2025-09-29 10:09:01,GPU,305783.5,2,611567.0,Lunas
301,2025-10-14 06:06:44,MotherBoard,1689358.0,1,1689358.0,Hutang
302,2025-03-10 04:18:49,PC Case,379867.5,4,1519470.0,Lunas
303,2025-10-06 19:23:25,RAM,893984.0,2,1787968.0,Lunas
304,2025-03-18 22:28:20,MotherBoard,211041.5,4,844166.0,Lunas
305,2025-06-19 13:02:35,PC Case,854757.5,2,1709515.0,Lunas
306,2025-09-24 13:16:17,MotherBoard,353765.6,5,1768828.0,Lunas
307,2025-03-22 10:21:23,RAM,720237.0,3,2160711.0,Lunas
308,2025-02-07 21:36:16,RAM,265499.5,2,530999.0,Hutang
309,2025-03-15 20:58:52,MotherBoard,894900.0,1,894900.0,Hutang
310,2025-08-27 05:04:24,GPU,1011184.0,1,1011184.0,Lunas
311,2025-01-03 09:15:20,CPU,443114.5,4,1772458.0,Hutang
312,2025-06-21 07:05:54,GPU,584246.75,4,2336987.0,Lunas
313,2025-09-15 14:45:18,PC Case,858138.5,2,1716277.0,Lunas
314,2025-06-10 03:01:42,PC Case,215928.0,4,863712.0,Lunas
315,2025-05-14 07:16:48,RAM,390595.5,4,1562382.0,Lunas
316,2025-08-31 14:02:57,CPU,212881.25,4,851525.0,Lunas
317,2025-02-19 15:03:13,RAM,176192.4,5,880962.0,Lunas
318,2025-05-08 01:26:42,PC Case,1304687.0,1,1304687.0,Lunas
319,2025-04-27 22:38:57,GPU,265254.5,2,530509.0,Batal
320,2025-02-12 17:42:03,RAM,509690.5,4,2038762.0,Lunas
321,2025-05-15 22:13:49,RAM,871687.5,2,1743375.0,Lunas
322,2025-04-13 10:08:16,GPU,443583.5,4,1774334.0,Hutang
323,2025-11-22 00:44:42,CPU,1407411.0,1,1407411.0,Lunas
324,2025-06-04 12:47:04,GPU,1382110.0,1,1382110.0,Lunas
325,2025-12-05 08:25:14,GPU,843355.5,2,1686711.0,Lunas
326,2025-07-04 16:21:27,CPU,312084.2,5,1560421.0,Lunas
327,2025-12-18 06:37:38,CPU,751955.0,3,2255865.0,Lunas
328,2025-02-20 21:59:37,PC Case,218459.0,3,655377.0,Lunas
329,2025-02-22 10:24:49,CPU,662591.0,3,1987773.0,Hutang
330,2025-03-05 11:17:13,PC Case,124879.8,5,624399.0,Lunas
331,2025-10-20 15:36:42,RAM,326859.2,5,1634296.0,Lunas
332,2025-08-23 18:33:36,RAM,277890.67,3,833672.0,Lunas
333,2025-08-25 06:59:22,PC Case,353099.2,5,1765496.0,Lunas
334,2025-04-20 22:03:58,GPU,984071.0,1,984071.0,Lunas
335,2025-03-14 22:32:25,MotherBoard,586713.75,4,2346855.0,Hutang
336,2025-10-01 10:28:56,PC Case,388641.5,2,777283.0,Lunas
337,2025-09-21 23:41:26,MotherBoard,721517.0,1,721517.0,Lunas
338,2025-07-07 00:56:04,RAM,419339.0,3,1258017.0,Hutang
339,2025-12-02 18:36:21,MotherBoard,621610.33,3,1864831.0,Lunas
340,2025-09-12 14:10:39,CPU,1507171.0,1,1507171.0,Lunas
341,2025-05-27 12:28:23,RAM,375552.75,4,1502211.0,Lunas
342,2025-03-19 10:27:42,CPU,364760.8,5,1823804.0,Lunas
343,2025-09-26 12:47:37,PC Case,549347.0,1,549347.0,Lunas
344,2025-09-17 20:24:46,MotherBoard,1033254.5,2,2066509.0,Lunas
345,2025-01-21 17:40:05,MotherBoard,471284.8,5,2356424.0,Hutang
346,2025-04-15 04:34:08,PC Case,264059.8,5,1320299.0,Hutang
347,2025-12-09 01:44:43,PC Case,448539.8,5,2242699.0,Lunas
348,2025-05-30 02:58:41,GPU,409774.67,3,1229324.0,Lunas
349,2025-07-28 03:21:52,RAM,647455.5,2,1294911.0,Lunas
350,2025-05-16 18:40:55,GPU,2261413.0,1,2261413.0,Lunas
351,2025-08-24 13:22:46,CPU,1144477.0,1,1144477.0,Lunas
352,2025-08-03 11:08:39,MotherBoard,363131.25,4,1452525.0,Lunas
353,2025-08-09 03:09:18,PC Case,1088262.5,2,2176525.0,Lunas
354,2025-05-10 03:08:59,RAM,375779.25,4,1503117.0,Hutang
355,2025-12-29 19:51:30,CPU,572651.0,2,1145302.0,Batal
356,2025-01-28 22:22:09,MotherBoard,120862.4,5,604312.0,Lunas
357,2025-09-16 00:53:37,GPU,300379.0,4,1201516.0,Lunas
358,2025-10-26 06:10:26,CPU,563455.67,3,1690367.0,Lunas
359,2025-01-06 12:43:33,CPU,286540.75,4,1146163.0,Lunas
360,2025-09-26 03:07:42,RAM,367409.4,5,1837047.0,Lunas
361,2025-12-15 10:59:16,CPU,1225679.0,1,1225679.0,Lunas
362,2025-12-21 12:10:18,CPU,437777.5,4,1751110.0,Lunas
363,2025-06-28 11:20:46,GPU,357989.5,4,1431958.0,Lunas
364,2025-08-02 22:13:22,MotherBoard,466815.5,4,1867262.0,Lunas
365,2025-10-13 00:53:25,CPU,404925.0,2,809850.0,Lunas
366,2025-04-19 03:12:12,CPU,378484.2,5,1892421.0,Lunas
367,2025-04-26 21:08:57,MotherBoard,332506.33,3,997519.0,Lunas
368,2025-02-21 03:20:46,MotherBoard,281795.33,3,845386.0,Lunas
369,2025-06-20 21:38:34,PC Case,722649.33,3,2167948.0,Hutang
